ensemble_size,batch_size,trial_num,predict_ms,optimised
999,16,12,0.20970217883586884,False
999,16,13,0.20902324467897415,False
999,16,14,0.20999275147914886,False
999,16,15,0.210493803024292,False
999,16,16,0.209001824259758,False
999,16,17,0.20852312445640564,False
999,16,18,0.2093929797410965,False
999,16,19,0.21002255380153656,False
999,16,20,0.21076202392578125,False
999,16,21,0.20906329154968262,False
999,16,22,0.2095131203532219,False
999,16,23,0.208413228392601,False
999,16,24,0.21029170602560043,False
999,16,25,0.20993314683437347,False
999,16,26,0.20973291248083115,False
999,16,27,0.20831264555454254,False
999,16,28,0.20987261086702347,False
999,16,29,0.21002255380153656,False
999,16,30,0.2104528248310089,False
999,16,31,0.20857341587543488,False
999,16,32,0.20799320191144943,False
999,16,33,0.21525193005800247,False
999,16,34,0.21179299801588058,False
999,16,35,0.2084430307149887,False
999,16,36,0.20840298384428024,False
999,16,37,0.20765233784914017,False
999,16,38,0.21064281463623047,False
999,16,39,0.21047238260507584,False
999,16,40,0.20846351981163025,False
999,16,41,0.2076420933008194,False
999,16,42,0.20793266594409943,False
999,16,43,0.2092728391289711,False
999,16,44,0.21117273718118668,False
999,16,45,0.2084420993924141,False
999,16,46,0.20805280655622482,False
999,16,47,0.2083228901028633,False
999,16,48,0.20953267812728882,False
999,16,49,0.20959321409463882,False
999,32,0,0.24609360843896866,False
999,32,1,0.22030342370271683,False
999,32,2,0.21543260663747787,False
999,32,3,0.22246316075325012,False
999,32,4,0.2223234623670578,False
999,32,5,0.21329335868358612,False
999,32,6,0.21233223378658295,False
999,32,7,0.21316297352313995,False
999,32,8,0.21044351160526276,False
999,32,9,0.21079275757074356,False
999,32,10,0.2108430489897728,False
999,32,11,0.21126121282577515,False
999,32,12,0.21196343004703522,False
999,32,13,0.2108132466673851,False
999,32,14,0.2100430428981781,False
999,32,15,0.21050311625003815,False
999,32,16,0.21089240908622742,False
999,32,17,0.21206308156251907,False
999,32,18,0.21018274128437042,False
999,32,19,0.21003279834985733,False
999,32,20,0.21491199731826782,False
999,32,21,0.21324213594198227,False
999,32,22,0.21041277796030045,False
999,32,23,0.20905304700136185,False
999,32,24,0.20937155932188034,False
999,32,25,0.2112826332449913,False
999,32,26,0.21189264953136444,False
999,32,27,0.2125333994626999,False
999,32,28,0.2142433077096939,False
999,32,29,0.21038204431533813,False
999,32,30,0.2114325761795044,False
999,32,31,0.2130633220076561,False
999,32,32,0.2101929858326912,False
999,32,33,0.21002255380153656,False
999,32,34,0.20921137183904648,False
999,32,35,0.2108430489897728,False
999,32,36,0.21239276975393295,False
999,32,37,0.210663303732872,False
999,32,38,0.20913220942020416,False
999,32,39,0.20985305309295654,False
